double t_collision=Math.abs(sprite_bot-c_y);
double l_collision=Math.abs(sprite_right-c_x);
double r_collision=Math.abs(c_right-sprite_x);
if(sprite_x<c_right&&sprite_right>c_x&&sprite_y<c_bot&&sprite_bot>c_y){
if(t_collision<b_collision&&t_collision<l_collision&&t_collision<r_collision){
return Sprite.UP;
}
if(b_collision<t_collision&&b_collision<l_collision&&b_collision<r_collision){
return Sprite.DOWN;
}
if(l_collision<r_collision&&l_collision<t_collision&&l_collision<b_collision){
return Sprite.LEFT;
}
if(r_collision<l_collision&&r_collision<t_collision&&r_collision<b_collision){
return Sprite.RIGHT;
}
}
return -1;
}"
1526	"@Override public boolean isEnable(Hero hero,Maze maze,MainGameActivity context,Skill skill){
return (skill.isActive()||hero.getSkillPoint()>0)&&!SkillFactory.getSkill(""????"",hero,dialog).isActive();
}"
1527	"@Override public void onDisable(){
if(checkInvalidVersion()){
return ;
}
scheduler.setUseBukkitAsync(false);
started=false;
defaultsProvider.close();
permissionVault.shutdown();
verboseHandler.shutdown();
for(Player player : getServer().getOnlinePlayers()){
try{
Injector.unInject(player,false);
}catch(Exception e){
e.printStackTrace();
}
if(getConfiguration().get(ConfigKeys.AUTO_OP)){
player.setOp(false);
}
 final User user=getUserManager().getIfLoaded(getUuidCache().getUUID(player.getUniqueId()));
if(user!=null){
user.getUserData().invalidateCaches();
getUserManager().unload(user);
}
}
SubscriptionMapInjector.uninject();
getLog().info(""Closing storage..."");
storage.shutdown();
if(fileWatcher!=null){
fileWatcher.close();
}
if(messagingService!=null){
getLog().info(""Closing messaging service..."");
messagingService.close();
}
ApiSingletonUtils.unregisterProvider();
getServer().getServicesManager().unregisterAll(this);
if(vaultHookManager!=null){
vaultHookManager.unhook(this);
}
getLog().info(""Shutting down internal scheduler..."");
scheduler.shutdown();
getServer().getScheduler().cancelTasks(this);
HandlerList.unregisterAll(this);
getLog().info(""Goodbye!"");
}"
1528	"@Override public void hello(DatagramPacket packet,String username){
Contact contact=contacts.createContact(packet.getAddress(),username,UserColors.getRandomColor());
if(contact==null){
throw new RuntimeException();
}
mainWindow.addContact(contact.getUsername(),""is now online"",contact.getColor(),contact.getId());
mainWindow.addNewChatById(contact.getId());
if(!contact.getMessages().isEmpty()){
mainWindow.addMessages((contact.getMessages().toArray(new ChatMessageBlueprint[contact.getMessages().size()])),contact.getId());
}
}"
1529	"@Override public boolean apply(Object o){
return true;
}"
1530	"@Override public boolean add(Buffer buffer) throws IOException{
checkNotNull(buffer);
ResultSubpartitionView reader=null;
boolean synchronizedIsSpilling=false;
synchronized(buffers){
if(isFinished||isReleased){
return false;
}
LOG.info(""For {} adding buffer to {} with spilling {}."",owningTaskName,buffers,isSpilling);
if(!isSpilling){
buffers.add(buffer);
reader=readView;
updateStatistics(buffer);
}else {
synchronizedIsSpilling=true;
}
}
if(synchronizedIsSpilling){
spillWriter.writeBlock(buffer);
}
if(reader!=null){
LOG.info(""{} notifying {}."",owningTaskName,reader);
reader.notifyBuffersAvailable(1);
}
return true;
}"
1531	"@Override protected boolean isValid(String value){
Double d=converter.string2double(value);
if(d==null){
return false;
}else {
return min<=d.doubleValue();
}
}"
1532	"private int getLongestRoadFromSegment(CatanLink link,ArrayList<CatanLink> road){
if(road==null){
road=new ArrayList<>();
}
if(!road.contains(link)){
road.add(link);
CatanSpace front=link.getFrontSpace();
CatanSpace rear=link.getRearSpace();
ArrayList<Integer> possible=new ArrayList<>();
if(front.getBuilding()==null||front.getBuilding().getPlayer().getTeam()==team){
for(CatanLink l : front.getLinks()){
if(l!=link&&link.getRoad()==team){
ArrayList<CatanLink> r=new ArrayList<>();
r.addAll(road);
possible.add(getLongestRoadFromSegment(l,r));
}
}
}else {
if(rear.getBuilding()==null||rear.getBuilding().getPlayer().getTeam()==team){
for(CatanLink l : rear.getLinks()){
if(l!=link&&link.getRoad()==team){
ArrayList<CatanLink> r=new ArrayList<>();
r.addAll(road);
possible.add(getLongestRoadFromSegment(l,r));
}
}
}
}
Collections.sort(possible);
if(possible.size()==0){
return road.size();
}
return possible.get(possible.size()-1);
}else {
return road.size();
}
}"
1533	"@Override protected boolean start(SparseBitSet b){
if(b==null){
throw new NullPointerException();
}
return true;
}"
1534	"@Override protected void paintComponent(Graphics g){
Image offscreen=createImage(this.getWidth(),this.getHeight());
controller.drawGraveyard(true,(Graphics2D)offscreen.getGraphics(),this.getWidth(),this.getHeight());
g.drawImage(offscreen,0,0,null);
}"
1535	"@Override public boolean matches(ItemStack item){
return true;
}"
1536	"@Override public T getHead(){
assert (size>0);
return (T)array[head];
}"
1537	"@Override int nodeAggregate(AvlNode<?> node){
return node.elemCount;
}"
1538	"public boolean sectionCompleteAndCompetitionNotLive(CompetitionSetupSection setupSection){
return setupSection.isComplete(generalSetupViewModel.getCompetition())&&!generalSetupViewModel.getCompetition().isSetupAndLive();
}"
1539	"public void multiStoreHelper(Type type,int level,Iterator<String> fields,int valSlot,JvmType val_t,int freeSlot,ArrayList<Bytecode> bytecodes){
if(Type.isSubtype(Type.T_PROCESS(Type.T_ANY),type)){
Type.Process pt=(Type.Process)type;
bytecodes.add(new Bytecode.Dup(WHILEYPROCESS));
JvmType.Function ftype=new JvmType.Function(JAVA_LANG_OBJECT);
bytecodes.add(new Bytecode.Invoke(WHILEYPROCESS,""state"",ftype,Bytecode.VIRTUAL));
addReadConversion(pt.element(),bytecodes);
multiStoreHelper(pt.element(),level,fields,valSlot,val_t,freeSlot,bytecodes);
ftype=new JvmType.Function(WHILEYPROCESS,JAVA_LANG_OBJECT);
bytecodes.add(new Bytecode.Invoke(WHILEYPROCESS,""setState"",ftype,Bytecode.VIRTUAL));
}else {
if(Type.isSubtype(Type.T_DICTIONARY(Type.T_ANY,Type.T_ANY),type)){
Type.Dictionary dict=Type.effectiveDictionaryType(type);
if(level!=0){
int keySlot=freeSlot++;
int mapSlot=freeSlot++;
bytecodes.add(new Bytecode.Store(mapSlot,WHILEYMAP));
bytecodes.add(new Bytecode.Store(keySlot,JAVA_LANG_OBJECT));
bytecodes.add(new Bytecode.Load(mapSlot,WHILEYMAP));
bytecodes.add(new Bytecode.Load(keySlot,JAVA_LANG_OBJECT));
JvmType.Function ftype=new JvmType.Function(JAVA_LANG_OBJECT,WHILEYMAP,JAVA_LANG_OBJECT);
bytecodes.add(new Bytecode.Invoke(WHILEYMAP,""get"",ftype,Bytecode.STATIC));
addReadConversion(dict.value(),bytecodes);
multiStoreHelper(dict.value(),level-1,fields,valSlot,val_t,freeSlot,bytecodes);
bytecodes.add(new Bytecode.Load(mapSlot,WHILEYMAP));
bytecodes.add(new Bytecode.Swap());
bytecodes.add(new Bytecode.Load(keySlot,JAVA_LANG_OBJECT));
bytecodes.add(new Bytecode.Swap());
}else {
bytecodes.add(new Bytecode.Swap());
bytecodes.add(new Bytecode.Load(valSlot,val_t));
addWriteConversion(dict.value(),bytecodes);
}
JvmType.Function ftype=new JvmType.Function(WHILEYMAP,WHILEYMAP,JAVA_LANG_OBJECT,JAVA_LANG_OBJECT);
bytecodes.add(new Bytecode.Invoke(WHILEYMAP,""put"",ftype,Bytecode.STATIC));
}else {
if(Type.isSubtype(Type.T_LIST(Type.T_ANY),type)){
Type.List list=Type.effectiveListType(type);
if(level!=0){
int indexSlot=freeSlot++;
int listSlot=freeSlot++;
bytecodes.add(new Bytecode.Store(listSlot,WHILEYLIST));
bytecodes.add(new Bytecode.Store(indexSlot,BIG_INTEGER));
bytecodes.add(new Bytecode.Load(listSlot,WHILEYLIST));
bytecodes.add(new Bytecode.Load(indexSlot,BIG_INTEGER));
JvmType.Function ftype=new JvmType.Function(JAVA_LANG_OBJECT,WHILEYLIST,BIG_INTEGER);
bytecodes.add(new Bytecode.Invoke(WHILEYLIST,""get"",ftype,Bytecode.STATIC));
addReadConversion(list.element(),bytecodes);
multiStoreHelper(list.element(),level-1,fields,valSlot,val_t,freeSlot,bytecodes);
bytecodes.add(new Bytecode.Load(listSlot,WHILEYLIST));
bytecodes.add(new Bytecode.Swap());
bytecodes.add(new Bytecode.Load(indexSlot,BIG_INTEGER));
bytecodes.add(new Bytecode.Swap());
}else {
bytecodes.add(new Bytecode.Swap());
bytecodes.add(new Bytecode.Load(valSlot,val_t));
addWriteConversion(list.element(),bytecodes);
}
JvmType.Function ftype=new JvmType.Function(WHILEYLIST,WHILEYLIST,BIG_INTEGER,JAVA_LANG_OBJECT);
bytecodes.add(new Bytecode.Invoke(WHILEYLIST,""set"",ftype,Bytecode.STATIC));
}else {
Type.Record rec=Type.effectiveRecordType(type);
String field=fields.next();
if(level!=0){
int recordSlot=freeSlot++;
bytecodes.add(new Bytecode.Store(recordSlot,WHILEYRECORD));
bytecodes.add(new Bytecode.Load(recordSlot,WHILEYRECORD));
bytecodes.add(new Bytecode.LoadConst(field));
JvmType.Function ftype=new JvmType.Function(JAVA_LANG_OBJECT,WHILEYRECORD,JAVA_LANG_STRING);
bytecodes.add(new Bytecode.Invoke(WHILEYRECORD,""get"",ftype,Bytecode.STATIC));
addReadConversion(rec.fields().get(field),bytecodes);
multiStoreHelper(rec.fields().get(field),level-1,fields,valSlot,val_t,freeSlot,bytecodes);
bytecodes.add(new Bytecode.Load(recordSlot,WHILEYRECORD));
bytecodes.add(new Bytecode.Swap());
bytecodes.add(new Bytecode.LoadConst(field));
bytecodes.add(new Bytecode.Swap());
}else {
bytecodes.add(new Bytecode.LoadConst(field));
bytecodes.add(new Bytecode.Load(valSlot,val_t));
addWriteConversion(rec.fields().get(field),bytecodes);
}
JvmType.Function ftype=new JvmType.Function(WHILEYRECORD,WHILEYRECORD,JAVA_LANG_STRING,JAVA_LANG_OBJECT);
bytecodes.add(new Bytecode.Invoke(WHILEYRECORD,""put"",ftype,Bytecode.STATIC));
}
}
}
}"
1540	"private FElement generateElement(Element elem){
elem.setName(ReservedNames.instance().getNewName(elem.getName()));
String elemName=elem.getName();
log.debug(""Element: ""+elemName);
FSchemaType ftype=null;
QName type=elem.getType();
if(type==null){
ftype=getTopLevelType(elemName);
if(ftype==null){
if(elem.isSetSimpleType()){
ftype=generateLocalSimpleType(elem.getSimpleType());
}else {
if(elem.isSetComplexType()){
ftype=generateComplexType(elem.getComplexType());
}else {
if(elem.isSetRef()){
QName ref=elem.getRef();
String elemRefName=ref.getLocalPart();
log.debug(""Resolved reference (""+elemRefName+"")"");
ftype=getReferencedType(ref);
}else {
throw new UnknownElementException(elem.toString());
}
}
}
}
}else {
ftype=createTopLevelType(type);
}
if(ftype==null){
return null;
}
int ecount=getElemNameCount(elemName);
if(ecount>1){
elemName+=""_""+ecount;
}
FElement schemaElement=new FElement(elemName,ftype);
if(elem.isSetMinOccurs()){
Object o=elem.getMinOccurs();
if(o instanceof Number){
schemaElement.setMinOccurs(((Number)o).intValue());
}
}
if(elem.isSetMaxOccurs()){
Object o=elem.getMaxOccurs();
if(o instanceof Number){
schemaElement.setMaxOccurs(((Number)o).intValue());
}else {
if(o instanceof String&&((String)o).equals(""unbounded"")){
schemaElement.setMaxOccursUnbounded();
}
}
}
if(elem.isSetFixed()){
schemaElement.setFixedValue(elem.getFixed());
}
if(elem.isSetDefault()){
schemaElement.setDefaultValue(elem.getDefault());
}
if(elem.isSetRef()){
schemaElement.setReference(true);
schemaElement.setName(elem.getRef().getLocalPart());
}
initObject(schemaElement);
return schemaElement;
}"
1541	"@Override public void onCheckedChange(CheckboxItem checkboxItem,boolean b){
SPHelper.setIsHS(ctx,b);
isNeedUpdate=true;
}"
1542	"public boolean equals(Object o){
if(o==null){
return false;
}
return (o instanceof None);
}"
1543	"@POST @Path(""/{id}/deactivate"") @Consumes({MediaType.APPLICATION_XML,MediaType.APPLICATION_JSON}) @Produces({MediaType.APPLICATION_XML,MediaType.APPLICATION_JSON}) @CheckPermission(roles={Role.SYSTEM_ADMIN,Role.RESTRICTED_SYSTEM_ADMIN}) public TaskResourceRep deleteStorageSystem(URI id) throws DatabaseException{
StorageSystem system=_dbClient.queryObject(StorageSystem.class,id);
ArgValidator.checkEntityNotNull(system,id,isIdEmbeddedInURL(id));
if(!RegistrationStatus.UNREGISTERED.toString().equals(system.getRegistrationStatus())){
throw APIException.badRequests.cannotDeactivateStorageSystem();
}
if(rpHelper.containsActiveRpVolumes(id)){
throw APIException.badRequests.cannotDeactivateStorageSystemActiveRpVolumes();
}
if(DiscoveredDataObject.DataCollectionJobStatus.IN_PROGRESS.toString().equals(system.getDiscoveryStatus())||DiscoveredDataObject.DataCollectionJobStatus.SCHEDULED.toString().equals(system.getDiscoveryStatus())){
throw APIException.serviceUnavailable.cannotDeactivateStorageSystemWhileInDiscover(system.getId());
}
String taskId=UUID.randomUUID().toString();
Operation op=_dbClient.createTaskOpStatus(StorageSystem.class,system.getId(),taskId,ResourceOperationTypeEnum.DELETE_STORAGE_SYSTEM);
if(StringUtils.isNotBlank(system.getNativeGuid())&&system.isStorageSystemManagedByProvider()&&!NullColumnValueGetter.isNullURI(system.getActiveProviderURI())){
DecommissionedResource oldStorage=null;
List<URI> oldResources=_dbClient.queryByConstraint(AlternateIdConstraint.Factory.getDecommissionedResourceIDConstraint(id.toString()));
if(oldResources!=null){
List<DecommissionedResource> objects=_dbClient.queryObject(DecommissionedResource.class,oldResources);
for(DecommissionedResource decomObj : objects){
if(!decomObj.getInactive()){
oldStorage=decomObj;
break;
}
}
}
if(oldStorage==null){
oldStorage=new DecommissionedResource();
oldStorage.setNativeGuid(system.getNativeGuid());
oldStorage.setType(TypeMap.getCFName(StorageSystem.class));
oldStorage.setUser(getUserFromContext().getName());
oldStorage.setDecommissionedId(system.getId());
oldStorage.setLabel(system.getLabel());
oldStorage.setId(URIUtil.createId(DecommissionedResource.class));
_dbClient.createObject(oldStorage);
}
StorageProvider provider=_dbClient.queryObject(StorageProvider.class,system.getActiveProviderURI());
if(provider!=null){
StringSet providerDecomSys=provider.getDecommissionedSystems();
if(providerDecomSys==null){
providerDecomSys=new StringSet();
provider.setDecommissionedSystems(providerDecomSys);
}
providerDecomSys.add(oldStorage.getId().toString());
_dbClient.updateObject(provider);
}
}
PurgeRunnable.executePurging(_dbClient,_dbPurger,_asynchJobService.getExecutorService(),system,_retry_attempts,taskId,60);
return toTask(system,taskId,op);
}"
1544	"@Override public void onDataChange(DataSnapshot dataSnapshot){
String receiverFCMToken=dataSnapshot.getValue(String.class);
if(receiverFCMToken!=null&&receiverFCMToken.equals("""")){
Notif newNotif=new Notif(id,timestamp,type,senderId,receiverId,receiverFCMToken,content,taskId);
notif.child(receiverId).child(id).setValue(newNotif);
}
}"
1545	"public void runRemindLogin(User user){
if(Config.getInstance().getVoteRemindingEnabled()&&user.canVoteAll()){
RewardHandler.getInstance().giveReward(user,Config.getInstance().getData(),Config.getInstance().getVoteRemindingRewardsPath());
plugin.debug(user.getPlayerName()+"" was reminded!"");
}
}"
1546	"@Override public List<JobDiffInfo> diffByNamespace(String namespace) throws SaturnJobConsoleException{
long startTime=System.currentTimeMillis();
List<JobDiffInfo> jobDiffInfos=Lists.newArrayList();
CuratorRepository.CuratorFrameworkOp zkClient;
try{
List<CurrentJobConfig> dbJobConfigList=configService.findConfigsByNamespace(namespace);
if(dbJobConfigList==null||dbJobConfigList.isEmpty()){
return jobDiffInfos;
}
zkClient=initCuratorClient(namespace);
Set<String> jobNamesInDb=getAllJobNames(dbJobConfigList);
for(CurrentJobConfig dbJobConfig : dbJobConfigList){
String jobName=dbJobConfig.getJobName();
log.info(""start to diff job:{}@{}"",jobName,namespace);
if(!checkJobIsExsitInZk(jobName,zkClient)){
jobDiffInfos.add(new JobDiffInfo(namespace,jobName,JobDiffInfo.DiffType.DB_ONLY,Lists.newArrayList()));
continue;
}
JobSettings zkJobConfig=jobDimensionService.getJobSettingsFromZK(jobName,zkClient);
JobDiffInfo jobDiffInfo=diff(dbJobConfig,zkJobConfig,false);
if(jobDiffInfo!=null){
jobDiffInfos.add(jobDiffInfo);
}
}
List<JobDiffInfo> jobsInZkOnly=getJobNamesWhichInZKOnly(namespace,zkClient,jobNamesInDb);
if(jobsInZkOnly!=null&&!jobsInZkOnly.isEmpty()){
jobDiffInfos.addAll(jobsInZkOnly);
}
}catch(SaturnJobConsoleException e){
log.error(e.getMessage(),e);
throw e;
}catch(Exception e){
log.error(""exception throws during diff by namespace [{}]"",namespace,e);
throw new SaturnJobConsoleException(e);
}finally{
log.info(""Finish diff namespace:{} which cost {}ms"",namespace,System.currentTimeMillis()-startTime);
}
return jobDiffInfos;
}"
1547	"@Override public void run(){
AtomicBoolean stop=new AtomicBoolean(false);
PrintStream curr_err=null;
PrintStream curr_out=null;
DefaultSetOfCells soc;
String segAnaDir=FileUtils.convertPath(parameters_.getSavingPath())+File.separator+parameters_.getSegmentationParameter(MaarsParameters.SEG_PREFIX)+Maars_Interface.SEGANALYSIS_SUFFIX;
for(String posNb : posNbs_){
IJ.log(posNb);
ImagePlus concatenatedFluoImgs=null;
soc=new DefaultSetOfCells(posNb);
String currentPosPrefix=segAnaDir+posNb+File.separator;
String currentZipPath=currentPosPrefix+""ROI.zip"";
if(FileUtils.exists(currentZipPath)){
soc.loadCells(currentZipPath);
IJ.open(currentPosPrefix+""Results.csv"");
ResultsTable rt=ResultsTable.getResultsTable();
ResultsTable.getResultsWindow().close(false);
soc.addRoiMeasurementIntoCells(rt);
try{
PrintStream ps=new PrintStream(parameters_.getSavingPath()+File.separator+""FluoAnalysis.LOG"");
curr_err=System.err;
curr_out=System.err;
System.setOut(ps);
System.setErr(ps);
}catch(FileNotFoundException e){
IOUtils.printErrorToIJLog(e);
}
CopyOnWriteArrayList<Map<String,Future>> tasksSet=new CopyOnWriteArrayList<>();
concatenatedFluoImgs=processStackedImg(fluoImgsDir,posNb,parameters_,soc,null,tasksSet,stop);
concatenatedFluoImgs.getCalibration().frameInterval=Double.parseDouble(parameters_.getFluoParameter(MaarsParameters.TIME_INTERVAL))/1000;
Maars_Interface.waitAllTaskToFinish(tasksSet);
if(!stop.get()&&soc.size()!=0){
long startWriting=System.currentTimeMillis();
ArrayList<String> arrayChannels=new ArrayList<>();
Collections.addAll(arrayChannels,parameters_.getUsingChannels().split("","",-1));
FileUtils.createFolder(parameters_.getSavingPath()+File.separator+parameters_.getFluoParameter(MaarsParameters.FLUO_PREFIX)+Maars_Interface.FLUOANALYSIS_SUFFIX);
IOUtils.saveAll(soc,concatenatedFluoImgs,parameters_.getSavingPath()+File.separator,parameters_.useDynamic(),arrayChannels,posNb,parameters_.getFluoParameter(MaarsParameters.FLUO_PREFIX));
IJ.log(""it took ""+(double)(System.currentTimeMillis()-startWriting)/1000+"" sec for writing results"");
if(parameters_.useDynamic()){
analyzeMitosisDynamic(soc,parameters_);
}
}
}
soc.reset();
System.gc();
}
System.setErr(curr_err);
System.setOut(curr_out);
}"
1548	"@Override public void onResume(){
super.onResume();
mActivity.getActionBarToggle().setDrawerIndicatorEnabled(false);
mActivity.getActionBarToggle().syncState();
getActivity().setTitle(mDiningHall.getName());
if(map==null){
map=mapFragment.getMap();
if(map!=null){
map.moveCamera(CameraUpdateFactory.newLatLngZoom(new LatLng(39.95198,-75.19368),17));
map.getUiSettings().setZoomControlsEnabled(false);
}
}
drawMap();
}"
1549	"public boolean wasApproved(){
return parseBoolean(responseUri.getQueryParameter(""WasApproved""));
}"
1550	"public static void showShort(View view,String msg){
Snackbar.make(view,msg,Snackbar.LENGTH_SHORT).show();
}"
1551	"public void startTDM(String id){
if(ArenaFile.getData().contains(""Arenas.""+id+"".Name"")){
if(BaseArena.states==BaseArena.ArenaStates.Started){
mainRunnable.startGracePeriod();
for(int ID=0;ID<main.PlayingPlayers.size();ID++){
 final Player p=main.PlayingPlayers.get(ID);
if(redTeam.contains(p)){
p.getInventory().clear();
p.teleport(getArena.getRedSpawn());
Bukkit.getScheduler().scheduleSyncDelayedTask(ThisPlugin.getPlugin(),new Runnable(){
  @Override public void run(){
    SendCoolMessages.resetTitleAndSubtitle(p);
    SendCoolMessages.sendTitle(p,""?6"",10,30,10);
    SendCoolMessages.sendSubTitle(p,""?c?lYOU JOINED THE ?4?lRED TEAM"",10,30,10);
  }
}
,40);
p.setGameMode(GameMode.SURVIVAL);
p.setFoodLevel(20);
p.setHealth(20);
p.setDisplayName(""?c""+p.getName());
p.setCustomNameVisible(true);
p.setPlayerListName(""?c""+p.getName());
Color c=Color.fromBGR(0,0,255);
p.getInventory().setHelmet(getColorArmor(Material.LEATHER_HELMET,c));
p.getInventory().setChestplate(getColorArmor(Material.LEATHER_CHESTPLATE,c));
p.getInventory().setLeggings(getColorArmor(Material.LEATHER_LEGGINGS,c));
p.getInventory().setBoots(getColorArmor(Material.LEATHER_BOOTS,c));
SendCoolMessages.TabHeaderAndFooter(""?4?lRed ?c?lTeam"",""?6?lCOD\n""+getBetterTeam(),p);
}else {
if(blueTeam.contains(p)){
p.getInventory().clear();
p.teleport(getArena.getBlueSpawn());
Bukkit.getScheduler().scheduleSyncDelayedTask(ThisPlugin.getPlugin(),new Runnable(){
  @Override public void run(){
    SendCoolMessages.resetTitleAndSubtitle(p);
    SendCoolMessages.sendTitle(p,""?6"",10,30,10);
    SendCoolMessages.sendSubTitle(p,""?9?lYOU JOINED THE ?1?lBLUE TEAM"",10,30,10);
  }
}
,40);
p.setGameMode(GameMode.SURVIVAL);
p.setFoodLevel(20);
p.setHealth(20);
p.setDisplayName(""?9""+p.getName());
p.setCustomNameVisible(true);
p.setPlayerListName(""?9""+p.getName());
Color c=Color.fromBGR(255,0,0);
p.getInventory().setHelmet(getColorArmor(Material.LEATHER_HELMET,c));
p.getInventory().setChestplate(getColorArmor(Material.LEATHER_CHESTPLATE,c));
p.getInventory().setLeggings(getColorArmor(Material.LEATHER_LEGGINGS,c));
p.getInventory().setBoots(getColorArmor(Material.LEATHER_BOOTS,c));
SendCoolMessages.TabHeaderAndFooter(""?9?lBlue ?1?lTeam"",""?6?lCOD\n""+getBetterTeam(),p);
}
}
}
}
}
}"
1552	"public Animation getRotated(Vector dir){
Animation other=new Animation(this);
for(int i=0;i<frames.length;i++){
other.frames[i]=Util.getRotated(frames[i],dir);
assert (frames[i]!=other.frames[i]);
}
other.computeFlipped();
return other;
}"
1553	"@Override public void onSelection(int pos){
try{
Toast.makeText(getApplication(),jsonArray.getJSONObject(pos).toString(),Toast.LENGTH_LONG).show();
}catch(JSONException e){
e.printStackTrace();
}
}"
1554	"@Override public boolean evaluate(Object object){
FileShareRestRep filesystem=getFilesystem(object);
return !MachineTagUtils.hasDatastores(filesystem);
}"
1555	"public final int hashCode(){
return key.hashCode()^val.hashCode();
}"
1556	"@Override protected void onConfigure(){
super.onConfigure();
Boolean visibleObject=visible.getObject();
boolean isVisible=visibleObject==null?false:visibleObject;
Boolean companyObject=company.getObject();
boolean isCompany=companyObject==null?false:companyObject;
this.setVisible(!isVisible&&isCompany);
}"
1557	"@Override public void setInventorySlotContents(int slot,ItemStack itemStack){
machineItemStacks[slot]=itemStack;
if(itemStack!=null&&itemStack.stackSize>getInventoryStackLimit()){
itemStack.stackSize=getInventoryStackLimit();
}
}"
1558	"@Override boolean equalsSameBits(HashCode that){
return hash==that.asInt();
}"
1559	"@Override public void init(){
gameCfg=G.game.data.campGame;
maps=new Array<>();
opp=new Array<>();
render=new Array<>();
stageIndex=0;
mapCfgs=new Array<>();
aiCfgs=new Array<>();
aiMapNames=new Array<>();
if(G.game.dbg.campStart<=1&&G.game.dbg.campEnd>=1){
mapCfgs.add(G.game.data.map1);
aiCfgs.add(G.game.data.ai1);
aiMapNames.add(""Stage 1"");
}
if(G.game.dbg.campStart<=2&&G.game.dbg.campEnd>=2){
mapCfgs.add(G.game.data.map2);
aiCfgs.add(G.game.data.ai2);
aiMapNames.add(""Stage 2"");
}
if(G.game.dbg.campStart<=3&&G.game.dbg.campEnd>=3){
mapCfgs.add(G.game.data.map3);
aiCfgs.add(G.game.data.ai3);
aiMapNames.add(""Stage 3"");
}
if(G.game.dbg.campStart<=4&&G.game.dbg.campEnd>=4){
mapCfgs.add(G.game.data.map4);
aiCfgs.add(G.game.data.ai4);
aiMapNames.add(""Stage 4"");
}
if(G.game.dbg.campStart<=5&&G.game.dbg.campEnd>=5){
mapCfgs.add(G.game.data.map5);
aiCfgs.add(G.game.data.ai5);
aiMapNames.add(""Stage 5"");
}
if(G.game.dbg.campStart<=6&&G.game.dbg.campEnd>=6){
mapCfgs.add(G.game.data.map6);
aiCfgs.add(G.game.data.ai6);
aiMapNames.add(""Stage 6"");
}
if(G.game.dbg.campStart<=7&&G.game.dbg.campEnd>=7){
mapCfgs.add(G.game.data.map7);
aiCfgs.add(G.game.data.ai7);
aiMapNames.add(""Stage 7"");
}
G.game.input.targetsClear();
MapRender r;
Map playerMap=new Map(this);
playerMap.index=0;
maps.add(playerMap);
r=new MapRender();
r.m=playerMap;
render.add(r);
playerMap.setCfg(mapCfgs.get(stageIndex));
playerMap.name=G.game.data.players.first().name;
G.game.input.addTarget(playerMap);
if(G.game.dbg.aiPlayerCamp){
playerMap.ai=new Ai3();
playerMap.ai.init(playerMap,G.game.data.ai7);
G.game.input.removeTarget(playerMap);
}
Map aiMap=new Map(this);
aiMap.index=1;
maps.add(aiMap);
r=new MapRender();
r.m=aiMap;
render.add(r);
aiMap.setCfg(mapCfgs.get(stageIndex));
aiMap.name=aiMapNames.get(stageIndex);
aiMap.ai=new Ai1();
aiMap.ai.init(aiMap,aiCfgs.get(stageIndex));
G.game.input.linkAll();
if(maps.size>0){
maps.get(0).debugShape(G.game.dbg.map0shape);
}
if(maps.size>1){
maps.get(1).debugShape(G.game.dbg.map1shape);
}
}"
1560	"@Override public View findById(Object source,int id){
return ((Dialog)source).findViewById(id);
}"
1561	"public void drawGame(Graphics g,Pokemon p,Player cha){
fighterLoaderSetUp(g,p);
loadHealthBar(g,p);
drawSelectorBox(g);
if(currentMenu==0){
startMenu(g);
}else {
if(currentMenu==1){
moveMenu(g,p);
}else {
if(currentMenu==2){
itemMenu(g);
}else {
if(currentMenu==3){
switchMenu(g,cha);
}else {
g.drawString(""Opponent is making their move"",(int)(100*World.SCALE),(int)(366*World.SCALE));
}
}
}
}
}"
1562	"@Override public ServiceResult<VerificationResult> verify(AccountDetails accountDetails){
 final Either<ResponseEntity<SilError>,ResponseEntity<VerificationResultWrapper>> response=adaptor.restPostWithEntity(silRestServiceUrl+silExperianVerify,accountDetails,VerificationResultWrapper.class,SilError.class,HttpStatus.OK,HttpStatus.ACCEPTED);
if(response.isLeft()){
return serviceFailure(new Error(EXPERIAN_VERIFICATION_FAILED));
}else {
return serviceSuccess(response.getRight().getBody().getVerificationResult());
}
}"
1563	"@Override public boolean equals(Object o){
if(!(o instanceof Associativity)){
return false;
}
Associativity tmp=(Associativity)o;
return true&&tmp.associativity.equals(this.associativity);
}"
1564	"private String getMappedUriString(RequestMapping mapping){
if(mapping==null){
return """";
}else {
return getFirstOrEmpty(mapping.value());
}
}"
1565	"@RequestMapping(value=""preOrder"",method=RequestMethod.POST) public @ResponseBody Object preOrder(HttpServletRequest httpServletRequest,int code){
UserInfo userInfo=MyUtils.getUserByToken(httpServletRequest,userInfoRepository);
Discount discount=discountRepository.findDiscountByCode(code);
if(null==discount){
return new ResultMsg(ResultStatusCode.RETURN_CODE_NULL.getCode(),ResultStatusCode.RETURN_CODE_NULL.getMsg(),code);
}
Map<String,String> param=new HashMap<>();
param.put(""app_id"",AliPayConfig.APPID);
param.put(""method"",""alipay.trade.app.pay"");
param.put(""format"",AlipayConstants.FORMAT_JSON);
param.put(""charset"",AlipayConstants.CHARSET_UTF8);
param.put(""timestamp"",Utils.Date2String(new Date()));
param.put(""version"",""1.0"");
param.put(""notify_url"",AliPayConfig.NOTIFY_URL);
param.put(""sign_type"",AlipayConstants.SIGN_TYPE_RSA2);
